Name,Ingredient,images_link,likes,step,difficulty
[酸辣湯](https://icook.tw/recipes/155187),鴨血，雞蛋豆腐，黑木耳，紅蘿蔔，金針菇，豬肉絲，青蔥，香菜，雞蛋，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/155187/3c575d19934dc845.jpg,85,9,難
[克林姆麵包](https://icook.tw/recipes/188052),高筋麵粉，酵母粉，牛奶，雞蛋，奶油，玉米粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/188052/b6f9928ae597602a.jpg,"1,439",22,難
[炒麵](https://icook.tw/recipes/172063),麵條，木耳，紅蘿蔔，玉米筍，香乾菇，魚丸，雞肉絲，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/172063/7c91d12a4af353f5.jpg,104,5,中
[蔥花麵包](https://icook.tw/recipes/159428),高筋麵粉，全麥麵粉，溫牛奶，乾酵母，無鹽奶油，青蔥，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/159428/60b33007915f8c18.jpg,774,17,難
[泡菜](https://icook.tw/recipes/188577),高麗菜，紅蘿蔔，紅辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/188577/3ce7917b9a47c749.jpg,"5,539",16,難
[香煎臭豆腐](https://icook.tw/recipes/73734),臭豆腐，豬絞肉，雞蛋，九層塔，台式泡菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/73734/867838a2eec691b0.jpg,61,7,難
[炸醬](https://icook.tw/recipes/171177),香菇，豬絞肉，豆干，胡蘿蔔，洋蔥,https://tokyo-kitchen.icook.network/uploads/recipe/cover/171177/609c996cdae4451f.jpg,142,4,易
[泡菜](https://icook.tw/recipes/152387),高麗菜，胡蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/152387/4cfa094329a09a9d.jpg,"2,454",6,中
[炒麵](https://icook.tw/recipes/167288),五木拉麵，高麗菜，紅蘿蔔，乾香菇，蝦米，豬里肌肉絲，鴻禧菇，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/167288/382db6b8176fef1f.jpg,192,6,中
[玉子燒](https://icook.tw/recipes/256569),雞蛋，高湯,https://tokyo-kitchen.icook.network/uploads/recipe/cover/256569/f5aeace669e33008.jpg,277,7,難
[炒麵](https://icook.tw/recipes/278770),油麵，豬五花肉絲，洋蔥，紅蘿蔔，豆芽菜，高麗菜，櫻花蝦,https://tokyo-kitchen.icook.network/uploads/recipe/cover/278770/ab3081f569d641f1.jpg,33,1,易
[番茄燉牛肉](https://icook.tw/recipes/180420),洋蔥，紅蘿蔔，白蘿蔔，牛腱心塊，番茄罐頭,https://tokyo-kitchen.icook.network/uploads/recipe/cover/180420/ad6598c91914f0aa.jpg,94,10,難
[蔥麵包](https://icook.tw/recipes/213610),高筋麵粉，速發酵母粉，奶粉，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/213610/8d9f8d54d22b5bc1.jpg,"1,823",4,易
[炒義大利麵](https://icook.tw/recipes/163488),豪野鴨燻鴨腿，紅蘿蔔，黑木耳，乾香菇，韭菜，玉米筍，開陽，義大利麵,https://tokyo-kitchen.icook.network/uploads/recipe/cover/163488/29196b86a4542e25.jpg,50,4,易
[魯豬排](https://icook.tw/recipes/156756),豬梅花肉，雞蛋，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/156756/8852ab5b8ba8d4c2.jpg,"1,727",9,難
[馬卡龍](https://icook.tw/recipes/191234),蛋白，蛋黃，低筋麵粉，玉米粉，無鹽奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/191234/603e3b6f09b556da.jpg,259,7,難
[半蒸煎蜜腸](https://icook.tw/recipes/172009),朱記川味台式蜜腸,https://tokyo-kitchen.icook.network/uploads/recipe/cover/172009/af6f65d76c82f354.jpg,23,2,易
[牛筋](https://icook.tw/recipes/189640),牛筋肉，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/189640/ba41f34d2164da04.jpg,247,5,中
[雞排](https://icook.tw/recipes/160470),雞胸肉，地瓜粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/160470/a7c725f92760ebe3.jpg,384,13,難
[馬卡龍](https://icook.tw/recipes/190096),雞蛋，低筋麵粉，玉米粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/190096/7184937b6e3a5e30.jpg,216,4,易
[炸春捲](https://icook.tw/recipes/155708),韭菜末，豬絞肉，春捲皮,https://tokyo-kitchen.icook.network/uploads/recipe/cover/155708/e6c3aa6f3456b07d.jpg,504,3,易
[蛋餅](https://icook.tw/recipes/180274),中筋麵粉，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/180274/671dff8dd2ad5319.jpg,168,8,難
[苦瓜炒咸蛋](https://icook.tw/recipes/162972),台灣苦瓜，咸蛋黄，咸蛋白,https://tokyo-kitchen.icook.network/uploads/recipe/cover/162972/c5789a3b4a907359.jpg,141,5,中
[豬肉燥油飯](https://icook.tw/recipes/165349),長糯米，乾香菇，豬絞肉，紅蘿蔔，開陽，豬肉鬆，涼拌蘿蔔，黃瓜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/165349/b9ab7c2b01d22250.jpg,206,4,易
[蒜蓉辣椒醬](https://icook.tw/recipes/165461),辣椒，黑豆鼓,https://tokyo-kitchen.icook.network/uploads/recipe/cover/165461/5e5a1d967f594458.jpg,"4,537",5,中
[蘿蔔糕](https://icook.tw/recipes/193626),白蘿蔔，在來米粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/193626/fe9e9b3760e161d1.jpg,"1,611",3,易
[香菇肉燥飯](https://icook.tw/recipes/194374),乾香菇，帶肥豬絞肉，白飯,https://tokyo-kitchen.icook.network/uploads/recipe/cover/194374/9c6aa30f2e205c68.jpg,"2,792",8,難
[天使麵](https://icook.tw/recipes/200669),百味來義大利天使麵，皮蛋，豬絞肉，辣椒，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/200669/4376495b3982ad35.jpg,31,4,易
[滷肉飯](https://icook.tw/recipes/145060),豬五花肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/145060/6cc979ebdc520bc8.jpg,"1,796",6,中
[麻醬涼麵](https://icook.tw/recipes/153991),油麵，小黃瓜，紅蘿蔔，豬肉火腿片，雞蛋，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/153991/c9fa78adc3a8e760.jpg,"3,925",7,難
[泡菜](https://icook.tw/recipes/274653),台式冬白菜，紅蘿蔔，白蘿蔔，韭菜，洋葱，小蘋果，水梨，紅辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/274653/64064cb25847eac1.jpg,333,13,難
[番茄馬鈴薯燉豬肉](https://icook.tw/recipes/261313),豬頰肉(瘦肉)，番茄，紅蘿蔔，羅勒葉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/261313/e4a0137bf665cc2b.jpg,260,7,難
[豬肉絲炒麵](https://icook.tw/recipes/167078),油麵，豬肉絲，乾香菇，洋蔥，紅蘿蔔絲，高麗菜絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/167078/068c80f0835eb9f6.jpg,"5,503",6,中
[牛粒](https://icook.tw/recipes/171603),雞蛋，蛋黃，低筋麵粉，無鹽奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/171603/f98e3657c3b648fa.jpg,"1,531",6,中
[田園肉蛋土司](https://icook.tw/recipes/167807),豬里肌肉片，土司，雞蛋，美生菜，番茄片，小黃瓜片，玉米粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/167807/f08fb6e4243879d3.jpg,165,8,難
[鹹粥](https://icook.tw/recipes/155941),隔夜飯，豬五花肉，乾香菇，高麗菜，菜脯丁，竹筍，蝦米,https://tokyo-kitchen.icook.network/uploads/recipe/cover/155941/82abecdbc5f4a74e.jpg,271,4,易
[口水雞](https://icook.tw/recipes/151564),雞腿，紅辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/151564/835fc4cec8c79123.jpg,118,4,易
[漬蕃茄茶泡飯](https://icook.tw/recipes/165600),白飯，雞蛋，果醋漬蕃茄，空心菜，海苔絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/165600/3498a6496d660209.jpg,81,10,難
[酸辣湯](https://icook.tw/recipes/145847),紅蘿蔔，筍絲，木耳，金針菇，生香菇，豬肉絲，板豆腐，雞蛋，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/145847/df493cf9f440b71c.jpg,306,8,難
[蔥麵包](https://icook.tw/recipes/171831),高筋麵粉，雞蛋，鮮奶，無鹽奶油，速發酵母，玉米粒，美乃滋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/171831/95f757d45b8da666.jpg,580,14,難
[滷豬腳](https://icook.tw/recipes/151305),豬腳,https://tokyo-kitchen.icook.network/uploads/recipe/cover/151305/5b220ab46229bf07.jpg,364,4,易
[年糕蕃薯粥](https://icook.tw/recipes/160831),台式年糕，烤蕃薯，隔夜飯,https://tokyo-kitchen.icook.network/uploads/recipe/cover/160831/4ebdae4faee7de57.jpg,19,3,易
[泡菜](https://icook.tw/recipes/140794),高麗菜，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/140794/1afeb03030371c50.jpg,85,2,易
[炸豆腐](https://icook.tw/recipes/178791),雞蛋豆腐，地瓜粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/178791/6af55680021a192f.jpg,835,6,中
[炒米粉](https://icook.tw/recipes/154159),米粉，高湯，高麗菜，紅蘿蔔，洋蔥，香菇/黑木耳絲，豬肉片,https://tokyo-kitchen.icook.network/uploads/recipe/cover/154159/ca63259efbec2608.jpg,309,5,中
[蔥花麵包](https://icook.tw/recipes/176343),高筋麵粉，即溶酵母，無鹽奶油，雞蛋，牛奶,https://tokyo-kitchen.icook.network/uploads/recipe/cover/176343/be79e3d01dacc988.jpg,"3,924",7,難
[高麗菜泡菜](https://icook.tw/recipes/182999),高麗菜，紅蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/182999/fda3f588a60e7ab0.jpg,263,12,難
[泡菜](https://icook.tw/recipes/166975),高麗菜，紅蘿蔔片，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/166975/540546896ef91b04.jpg,"2,249",11,難
[皮蛋瘦肉粥](https://icook.tw/recipes/186986),皮蛋丁，豬瘦肉，洋蔥，白粥,https://tokyo-kitchen.icook.network/uploads/recipe/cover/186986/d20bb13957853568.jpg,66,3,易
[羊肉爐](https://icook.tw/recipes/138962),羊肋排，香菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/138962/750a4c5604b05c1d.jpg,172,4,易
[早午餐](https://icook.tw/recipes/148828),鴻禧菇，小香腸，吐司，番茄，蛋餅，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/148828/bbcf698bdfed9ccb.jpg,25,1,易
[可可牛粒](https://icook.tw/recipes/177138),雞蛋，低筋麵粉，無鹽奶油，無糖可可粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/177138/21cee32fb9b26371.jpg,"1,689",9,難
[蔥蛋蘿蔔糕](https://icook.tw/recipes/222382),台式蘿蔔糕，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/222382/accbd9aac22c7302.jpg,91,6,中
[黑胡椒醬佐杏鮑菇](https://icook.tw/recipes/244411),杏鮑菇，雞蛋，麵,https://tokyo-kitchen.icook.network/uploads/recipe/cover/244411/8456c792a24d6e11.jpg,12,7,難
[低脂鯛魚](https://icook.tw/recipes/247003),鯛魚，A菜，洋菇，杏鮑菇，洋蔥，台式泡菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/247003/d3c670b2b6216f5a.jpg,81,5,中
[泡菜](https://icook.tw/recipes/138021),高麗菜，紅蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/138021/81221728b9c06a12.jpg,"3,340",4,易
[滷肉飯](https://icook.tw/recipes/177770),豬絞肉，蔥花，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/177770/5834aed6eda0a204.jpg,"4,832",5,中
[香檸優格炸雞](https://icook.tw/recipes/269709),去骨雞腿肉，無糖希臘優格，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/269709/b7dd85a7b44271b7.jpg,"1,156",8,難
[草莓夾心麵包](https://icook.tw/recipes/173254),高筋麵粉，低筋麵粉，奶粉，雞蛋，速發酵母，發酵奶油，草莓果醬，椰子粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/173254/702adc9a25d3e9cd.jpg,304,9,難
[沾醬](https://icook.tw/recipes/169850),屏科大薄鹽醬油，生薑，蒜頭，米酒，香油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/169850/760ede22695fbd3a.jpg,"2,720",5,中
[炒粄條](https://icook.tw/recipes/158312),粄條，洋蔥，豬絞肉，乾香菇，紹興雞湯凍，紅蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/158312/5674cf94e662bc76.jpg,87,5,中
[鮮筍肉粽](https://icook.tw/recipes/158304),圓糯米，長米，豬排肉，豆干，黃心地瓜，鹹蛋黃，乾香菇，花生，綠竹筍，干貝，蝦米,https://tokyo-kitchen.icook.network/uploads/recipe/cover/158304/dcf58871f144e673.jpg,201,12,難
[馬卡龍](https://icook.tw/recipes/170131),雞蛋，低筋麵粉，牛奶/豆漿，無鹽奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/170131/6cb9689f634eaee6.jpg,373,7,難
[雞排](https://icook.tw/recipes/180167),去骨雞腿排，地瓜粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/180167/b76e0fe399b240c3.jpg,286,8,難
[法國吐司](https://icook.tw/recipes/144536),吐司麵包，雞蛋，牛奶，豬肉鬆，美乃滋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/144536/2ab6862db5f46569.jpg,181,4,易
[黑木耳年糕豬排骨](https://icook.tw/recipes/185810),豬絞肉，韓式年糕，洋蔥，豌豆，辣椒，地瓜粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/185810/0addbdaae2fdbadb.jpg,9,6,中
[蘿蔔糕](https://icook.tw/recipes/170056),在來米粉，太白粉，乾香菇，蝦米，白蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/170056/14197a7f7055f87e.jpg,332,11,難
[蔥花玉米麵包](https://icook.tw/recipes/173061),速發酵母，低筋麵粉，奶粉，雞蛋，罐頭玉米粒，發酵奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/173061/07e7a473017ed5a1.jpg,217,10,難
[泡菜](https://icook.tw/recipes/137055),高麗菜，紅蘿蔔，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/137055/aa3c4ac439fc1693.jpg,"2,035",4,易
[孜然羊肉飯](https://icook.tw/recipes/169036),羊肉薄片，洋蔥，白飯，起司絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/169036/500fe516d721347b.jpg,76,3,易
[滷肉飯](https://icook.tw/recipes/168628),豬絞肉，香菇,https://tokyo-kitchen.icook.network/uploads/recipe/cover/168628/de3cefc73bd2b703.jpg,71,6,中
[酸白菜牛肉](https://icook.tw/recipes/187884),酸白菜，培根豬肉片，酸白菜，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/187884/ca4ff3ec92353fb2.jpg,133,12,難
[蘿蔔泡菜](https://icook.tw/recipes/147148),白蘿蔔，紅蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/147148/d3277a47aad699c8.jpg,219,3,易
[脆皮菠蘿奶酥麵包](https://icook.tw/recipes/169966),高筋麵粉，低筋麵粉，奶粉，發酵奶油，速發酵母，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/169966/ae94a1e7241b5c32.jpg,"3,457",12,難
[香煎豆腐](https://icook.tw/recipes/228877),板豆腐,https://tokyo-kitchen.icook.network/uploads/recipe/cover/228877/2d07af4319027a13.jpg,585,2,易
[牛排](https://icook.tw/recipes/177653),紅甜椒，黃甜椒，牛排，洋菇,https://tokyo-kitchen.icook.network/uploads/recipe/cover/177653/8bdeafb6d722b33f.jpg,36,7,難
[牛粒](https://icook.tw/recipes/157675),雞蛋，蛋黃，低筋麵粉，無鹽奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/157675/421c99195243602e.jpg,"6,389",9,難
[蘿蔔燉牛肉](https://icook.tw/recipes/231601),牛肉，蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/231601/1bb2f28586dd8908.jpg,855,2,易
[炒米粉](https://icook.tw/recipes/161260),米粉，香菇，蝦米，洋蔥，紅蘿蔔，韭菜，豬五花肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/161260/c5e56cf4ed7de8ec.jpg,"3,905",6,中
[酥殼炸牡蠣+鹽酥雞](https://icook.tw/recipes/181723),大牡蠣，麵，玉米粉，去骨雞腿肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/181723/a217acccce0bc58e.jpg,288,8,難
[龍葵稀飯](https://icook.tw/recipes/186884),魷魚，小香菇，豬肉，米，龍葵菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/186884/de03f3b92d5ace51.jpg,56,19,難
[炸豬排骨](https://icook.tw/recipes/168613),豬排骨肉，玉米粉，雞蛋，地瓜粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/168613/5bf34505a3246fc0.jpg,"1,710",18,難
[雞肉飯](https://icook.tw/recipes/172845),雞腿肉，青蔥,https://tokyo-kitchen.icook.network/uploads/recipe/cover/172845/747492e4280d88af.jpg,330,7,難
[涼拌青紅雙絲](https://icook.tw/recipes/165998),青木瓜，紅蘿蔔，紅辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/165998/0efb4a8425ee3aeb.jpg,62,14,難
[蘿蔔糕](https://icook.tw/recipes/148026),蘿蔔絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/148026/4eb6775ba84d9366.jpg,649,7,難
[鯖魚泡菜蓋飯](https://icook.tw/recipes/232653),白飯，挪威鯖魚，韓式泡菜，台式高麗泡菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/232653/06aa022d1b1b9704.jpg,67,5,中
[炒麵](https://icook.tw/recipes/131565),高麗菜，黑木耳，紅蘿蔔，芹菜，韭菜，蝦子，蛤蜊,https://tokyo-kitchen.icook.network/uploads/recipe/cover/131565/b5cb55ccaee8647d.jpg,154,8,難
[鹹酥雞](https://icook.tw/recipes/160587),帶皮帶骨雞胸肉，地瓜粉，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/160587/7b71ceeaa5bd9b39.jpg,710,9,難
[炒米粉](https://icook.tw/recipes/143470),米粉，香菇絲，蝦米，高麗菜絲，豆芽菜，紅蘿蔔絲，芹菜，香菜，豬肉絲，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/143470/09ef324606e86bbf.jpg,179,4,易
[泡菜](https://icook.tw/recipes/161421),高麗菜，紅蘿蔔，白蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/161421/206e666ea3546747.jpg,203,4,易
[泡菜](https://icook.tw/recipes/135226),高麗菜，紅蘿蔔，小黃瓜，辣椒丁,https://tokyo-kitchen.icook.network/uploads/recipe/cover/135226/1225251a9f1f1095.jpg,89,3,易
[蘿蔔糕](https://icook.tw/recipes/142263),白蘿蔔，在來米粉，豬絞肉，乾香菇，蝦米,https://tokyo-kitchen.icook.network/uploads/recipe/cover/142263/1fa1b07dfd399ddb.jpg,553,11,難
[炸牡蠣](https://icook.tw/recipes/178865),牡蠣，香港粘師父起司脆酥粉，蛋黃，九層塔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/178865/e7126c7497ac06cc.jpg,612,10,難
[泡菜](https://icook.tw/recipes/134055),高麗菜，紅蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/134055/0ae613378cd586a4.jpg,528,5,中
[培根玉米麵包](https://icook.tw/recipes/166702),高筋麵粉，雞蛋，奶粉，速發酵母，發酵奶油，切小片培根，玉米粒，美乃滋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/166702/822ce534c0a998b8.jpg,502,10,難
[玉米起司鮪魚蛋飯](https://icook.tw/recipes/175108),米飯，雞蛋，起司，牛奶，鮪魚，玉米粒，洋蔥，芝麻粒，豬肉鬆，金寶日式風味玉米奶油湯,https://tokyo-kitchen.icook.network/uploads/recipe/cover/175108/a9612967edcfbb11.jpg,48,10,難
[烤肉醬烤雞](https://icook.tw/recipes/138534),雞肉塊,https://tokyo-kitchen.icook.network/uploads/recipe/cover/138534/ff7f0627e174c7d7.jpg,350,7,難
[炒烏龍麵](https://icook.tw/recipes/140021),高麗菜，紅蘿蔔，豬肉絲，烏龍麵，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/140021/edaf1143fc2433b1.jpg,299,8,難
[黑胡椒洋蔥燒牛肉](https://icook.tw/recipes/171894),牛肉條，洋蔥，青蔥,https://tokyo-kitchen.icook.network/uploads/recipe/cover/171894/4364eceab21f7b7e.jpg,70,6,中
[義大利麵](https://icook.tw/recipes/146638),義大利麵條，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/146638/657e19ef1990813b.jpg,75,7,難
[茄汁肉醬義大利麵](https://icook.tw/recipes/166594),義大利麵條，豬絞肉，洋蔥碎，西洋芹碎，紅蘿蔔碎，蕃茄罐頭，荷包蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/166594/5d2253807716db28.jpg,301,5,中
[奶酥甜麵包](https://icook.tw/recipes/172864),高筋麵粉，雞蛋，新鮮酵母，無鹽奶油，奶粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/172864/077fbf36c7556485.jpg,"1,478",29,難
[無蔥蛋餅皮](https://icook.tw/recipes/162192),中筋麵粉，太白粉，雞蛋，鮪魚，玉米,https://tokyo-kitchen.icook.network/uploads/recipe/cover/162192/70e88b1fca20b52d.jpg,344,3,易
[蔥花肉鬆麵包](https://icook.tw/recipes/163475),高筋麵粉，低筋麵粉，酵母粉，雞蛋，鮮奶，無鹽奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/163475/7393e307db214ca7.jpg,"2,457",11,難
[泡菜炒飯](https://icook.tw/recipes/133696),梅花豬肉，韓式泡菜，白飯，雞蛋，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/133696/d7ae109c36422de1.jpg,67,8,難
[鴨肉羹](https://icook.tw/recipes/133496),鴨胸肉，筍絲，黑木耳絲，紅蘿蔔絲，金針菇，香菇，洋蔥，太白粉，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/133496/bd4a1434f8d303a3.jpg,260,7,難
[牛肉麵](https://icook.tw/recipes/125299),牛腱肉，陽春麵，大白菜，紅蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/125299/459126579566bee6.jpg,101,3,易
[炒烏龍麵](https://icook.tw/recipes/256202),烏龍麵，高麗菜，香菇，蟹肉棒，洋蔥,https://tokyo-kitchen.icook.network/uploads/recipe/cover/256202/95643c27437d42f4.jpg,206,7,難
[牛肉麵](https://icook.tw/recipes/129981),澳洲牛腱子，洋蔥，大辣椒，紅蘿蔔，白蘿蔔，麵，小白菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/129981/d58fa2cd25899fc2.jpg,79,10,難
[蘿蔔糕](https://icook.tw/recipes/135231),白蘿蔔，蝦米，蘿蔔糕粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/135231/da164bdf75a21f0a.jpg,63,4,易
[田螺鮮奶油胖](https://icook.tw/recipes/150024),高筋麵粉，速發酵母，牛奶，優格，無鹽奶油，雞蛋，動物性鮮奶油，麵粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/150024/729b12d6fc9a6533.jpg,118,18,難
[牛粒](https://icook.tw/recipes/158149),雞蛋，蛋黃，低筋麵粉，無鹽奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/158149/c2ad49cd6d9f72e4.jpg,545,7,難
[芋頭鹹粥](https://icook.tw/recipes/156450),芋頭，生米，豬背骨，乾香菇，蝦米，豬梅花肉絲，芹菜，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/156450/c320aa1c08d42ac4.jpg,248,4,易
[香腸義大利麵](https://icook.tw/recipes/152808),義大利麵，香腸，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/152808/e137d423fc55d0de.jpg,50,5,中
[辣炒豬肉鮮蔬](https://icook.tw/recipes/236736),豬五花肉，高麗菜，洋蔥,https://tokyo-kitchen.icook.network/uploads/recipe/cover/236736/1ce614b0d9a85509.jpg,319,7,難
[海鮮粥](https://icook.tw/recipes/151326),米，魚清湯，蚵仔，章魚，天使蝦，香菜，筍絲，蛤仔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/151326/867dc83f4793a913.jpg,103,4,易
[餛飩湯](https://icook.tw/recipes/148225),冷凍餛飩,https://tokyo-kitchen.icook.network/uploads/recipe/cover/148225/1dfaedb84501f1b6.jpg,193,4,易
[炒麵](https://icook.tw/recipes/124040),黃麵，豬肉，香菇，紅蘿蔔，韭菜，洋蔥，統一豬肉燥,https://tokyo-kitchen.icook.network/uploads/recipe/cover/124040/b450685c4a61f4cb.jpg,"3,978",2,易
[蔥麵包](https://icook.tw/recipes/180594),高筋麵粉，低筋麵粉，乾酵母，雞蛋，奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/180594/8c3a2490533cc407.jpg,404,10,難
[香茅炒飯](https://icook.tw/recipes/266779),小黃瓜，紅蘿蔔，豆腐餅，煙燻豆包，杏鮑菇，白飯,https://tokyo-kitchen.icook.network/uploads/recipe/cover/266779/e55f9cd0f1715626.jpg,9,3,易
[肉絲炒麵](https://icook.tw/recipes/127646),洋蔥，紅蘿蔔，高麗菜，香菇，豬肉絲，油麵,https://tokyo-kitchen.icook.network/uploads/recipe/cover/127646/5cc472418eb1ff5a.jpg,"1,275",3,易
[黑糖涼糕](https://icook.tw/recipes/174722),生粉，糖蜜，黃豆粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/174722/f78412468a871dd4.jpg,172,9,難
[洋蔥豬肉蓋飯](https://icook.tw/recipes/155855),洋蔥，豬肉片，白飯,https://tokyo-kitchen.icook.network/uploads/recipe/cover/155855/dceba66dc7ad67b5.jpg,982,4,易
[菠蘿包](https://icook.tw/recipes/157552),高粉，雞蛋，酵母，無鹽牛油，牛奶，泡打粉，低粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/157552/56a2cd43851fe06e.jpg,186,3,易
[排骨酥湯](https://icook.tw/recipes/139009),豬排骨，冬瓜，香菜，排骨酥粉，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/139009/59eb81eb5e2af25d.jpg,266,6,中
[紅豆麵包](https://icook.tw/recipes/156746),高筋麵粉，牛奶，酵母，無鹽奶油，紅豆餡，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/156746/abac7d4d0fc5d57c.jpg,117,7,難
[起司熱狗麵包](https://icook.tw/recipes/156383),高筋麵粉，鮮奶，速發酵母，低筋麵粉，雞蛋，發酵奶油，法蘭克福熱狗，起司粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/156383/d1a6194bd47aaa81.jpg,556,9,難
[酸辣湯](https://icook.tw/recipes/118693),豆腐，香菇，辣椒，雞蛋，豬絞肉，洋蔥，紅蘿蔔，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/118693/80429a407a1da798.jpg,119,7,難
[炒米粉](https://icook.tw/recipes/128653),米粉，香菇，豬肉絲，高麗菜，蝦米,https://tokyo-kitchen.icook.network/uploads/recipe/cover/128653/40a7b966aa207c73.jpg,884,3,易
